customer_id,signup_date,plan,monthly_price,apps_used,monthly_logins,support_tickets,seats,company_size,industry,country,tenure_months,churned,churn_month,upsell_flag
ZHO-01121,2024-08-15,Standard,20,2,12,1,2,51-200,Finance,United Kingdom,9,0,,0
ZHO-01122,2023-04-22,Standard,20,2,11,0,2,51-200,Education,India,25,1,4.0,0
ZHO-01123,2022-11-14,Enterprise,50,4,24,1,33,11-50,Technology,Germany,31,0,,1
ZHO-01124,2022-09-02,Professional,35,2,11,2,6,1-10,Healthcare,India,33,0,,0
ZHO-01125,2024-01-18,Standard,20,2,8,1,4,201-500,Consulting,United States,16,1,8.0,0
ZHO-01126,2023-11-28,Professional,35,3,3,1,6,51-200,Consulting,United States,18,1,4.0,0
ZHO-01127,2022-09-29,Standard,20,2,9,0,2,11-50,Retail,India,32,0,,0
ZHO-01128,2023-01-12,Professional,35,3,17,2,7,11-50,Healthcare,India,29,0,,0
ZHO-01129,2022-09-23,Standard,20,2,9,1,2,11-50,Education,India,32,0,,0
ZHO-01130,2024-07-14,Zoho One,105,19,2,1,63,51-200,Consulting,India,10,0,,0
ZHO-01131,2024-07-09,Professional,35,2,7,1,7,51-200,Retail,Germany,10,0,,0
ZHO-01132,2022-12-06,Professional,35,4,11,3,12,201-500,Healthcare,Canada,30,0,,1
ZHO-01133,2023-01-24,Professional,35,2,16,1,5,11-50,Consulting,India,28,0,,0
ZHO-01134,2023-07-31,Zoho One,105,13,45,4,10,11-50,Consulting,India,22,0,,0
ZHO-01135,2022-01-03,Enterprise,50,3,20,0,33,201-500,Education,Germany,41,1,22.0,0
ZHO-01136,2023-01-11,Professional,35,4,19,3,7,1-10,Finance,India,29,0,,1
ZHO-01137,2022-11-20,Enterprise,50,6,14,1,16,11-50,Education,Singapore,30,0,,1
ZHO-01138,2022-05-26,Professional,35,4,19,2,12,11-50,Consulting,India,36,0,,1
ZHO-01139,2022-10-20,Professional,35,4,18,8,9,201-500,Retail,United Kingdom,31,0,,1
ZHO-01140,2023-03-08,Standard,20,1,9,0,2,1-10,Manufacturing,United States,27,1,9.0,0
ZHO-01141,2023-12-06,Professional,35,4,14,3,14,1-10,Manufacturing,India,18,1,8.0,0
ZHO-01142,2024-08-06,Standard,20,2,14,0,2,1-10,Real Estate,India,9,0,,0
ZHO-01143,2023-08-08,Zoho One,105,9,46,3,66,11-50,Real Estate,United Kingdom,22,0,,0
ZHO-01144,2023-02-03,Standard,20,1,5,1,1,1-10,Manufacturing,India,28,0,,0
ZHO-01145,2024-03-27,Zoho One,105,11,43,1,56,11-50,Retail,United States,14,0,,0
ZHO-01146,2024-08-21,Professional,35,3,19,0,8,201-500,Retail,India,9,1,3.0,0
ZHO-01147,2022-07-06,Professional,35,4,12,1,11,11-50,Education,United States,35,0,,1
ZHO-01148,2022-03-02,Professional,35,3,21,0,13,1-10,Retail,United States,39,0,,1
ZHO-01149,2024-07-27,Free,0,1,3,1,2,201-500,Real Estate,United States,10,1,3.0,0
ZHO-01150,2023-12-11,Standard,20,1,1,1,3,11-50,Education,India,17,0,,0
ZHO-01151,2024-03-17,Free,0,1,3,1,2,1-10,Manufacturing,United States,14,1,3.0,0
ZHO-01152,2022-01-11,Professional,35,4,13,4,6,11-50,Real Estate,United Kingdom,41,1,23.0,0
ZHO-01153,2024-12-21,Standard,20,2,10,0,1,51-200,Technology,Singapore,5,0,,0
ZHO-01154,2022-08-14,Enterprise,50,4,29,1,31,51-200,Technology,Australia,34,0,,1
ZHO-01155,2023-07-18,Standard,20,2,9,0,2,11-50,Real Estate,India,22,1,12.0,0
ZHO-01156,2024-02-11,Standard,20,2,14,0,1,1-10,Real Estate,India,15,0,,0
ZHO-01157,2024-06-03,Standard,20,1,7,1,3,51-200,Technology,India,12,0,,0
ZHO-01158,2022-08-14,Zoho One,105,18,52,4,68,11-50,Healthcare,India,34,0,,0
ZHO-01159,2024-04-04,Enterprise,50,7,29,2,22,51-200,Technology,India,14,0,,1
ZHO-01160,2022-08-06,Standard,20,1,8,2,4,11-50,Technology,India,34,0,,0
ZHO-01161,2024-07-25,Professional,35,4,20,2,5,1-10,Education,India,10,0,,1
ZHO-01162,2024-01-23,Free,0,1,2,0,1,1-10,Education,India,16,1,8.0,0
ZHO-01163,2023-05-21,Zoho One,105,12,35,1,94,1-10,Manufacturing,India,24,0,,0
ZHO-01164,2022-09-16,Professional,35,2,7,0,14,1-10,Real Estate,India,32,1,17.0,0
ZHO-01165,2022-02-23,Standard,20,1,9,2,4,1-10,Retail,India,39,1,18.0,0
ZHO-01166,2024-12-06,Professional,35,4,17,1,6,11-50,Retail,United Kingdom,5,0,,1
ZHO-01167,2023-12-28,Free,0,1,4,0,2,11-50,Retail,India,17,1,4.0,0
ZHO-01168,2023-11-20,Zoho One,105,12,52,1,83,11-50,Manufacturing,India,18,0,,0
ZHO-01169,2024-11-09,Standard,20,1,7,2,4,11-50,Education,India,6,1,2.0,0
ZHO-01170,2023-02-23,Professional,35,2,8,1,8,51-200,Education,United States,27,1,15.0,0
ZHO-01171,2023-11-21,Standard,20,1,9,1,2,201-500,Technology,Canada,18,1,8.0,0
ZHO-01172,2024-04-29,Enterprise,50,4,30,3,45,1-10,Finance,India,13,1,4.0,0
ZHO-01173,2022-03-03,Enterprise,50,7,29,2,24,11-50,Education,United States,39,0,,1
ZHO-01174,2022-08-04,Professional,35,3,21,3,14,1-10,Manufacturing,United Kingdom,34,1,13.0,0
ZHO-01175,2022-01-03,Professional,35,3,14,0,10,1-10,Consulting,United States,41,0,,0
ZHO-01176,2022-06-09,Enterprise,50,5,18,1,16,51-200,Consulting,Germany,36,1,6.0,0
ZHO-01177,2024-02-20,Free,0,1,2,1,2,11-50,Finance,Canada,15,1,7.0,0
ZHO-01178,2024-06-11,Standard,20,1,8,0,4,51-200,Education,India,11,1,1.0,0
ZHO-01179,2022-11-25,Standard,20,1,8,2,4,11-50,Manufacturing,United States,30,1,4.0,0
ZHO-01180,2023-08-03,Zoho One,105,15,45,3,15,1-10,Education,United Kingdom,22,0,,0
ZHO-01181,2024-08-09,Standard,20,2,8,1,2,201-500,Healthcare,UAE,9,0,,0
ZHO-01182,2023-09-27,Enterprise,50,3,20,1,39,1-10,Finance,Australia,20,0,,1
ZHO-01183,2024-09-14,Professional,35,3,11,4,6,1-10,Real Estate,India,8,0,,0
ZHO-01184,2024-07-09,Standard,20,2,12,1,1,1-10,Consulting,India,10,1,3.0,0
ZHO-01185,2024-01-08,Standard,20,1,8,1,1,500+,Consulting,Australia,17,1,3.0,0
ZHO-01186,2022-06-19,Standard,20,2,8,1,1,11-50,Real Estate,United States,35,0,,0
ZHO-01187,2023-06-05,Standard,20,1,6,1,1,11-50,Healthcare,United States,24,1,11.0,0
ZHO-01188,2022-02-09,Standard,20,1,4,1,1,51-200,Technology,United States,40,1,18.0,0
ZHO-01189,2024-08-12,Free,0,1,5,0,2,11-50,Healthcare,India,9,1,3.0,0
ZHO-01190,2024-09-10,Enterprise,50,3,25,3,14,51-200,Healthcare,Canada,8,0,,1
ZHO-01191,2024-09-01,Zoho One,105,9,16,2,96,11-50,Manufacturing,Canada,9,0,,0
ZHO-01192,2022-02-07,Standard,20,1,10,0,2,500+,Real Estate,United States,40,1,8.0,0
ZHO-01193,2022-11-24,Standard,20,1,11,1,1,51-200,Technology,United States,30,1,8.0,0
ZHO-01194,2024-07-02,Free,0,1,3,1,1,11-50,Finance,United Kingdom,11,1,1.0,0
ZHO-01195,2023-03-30,Professional,35,3,24,0,3,11-50,Consulting,India,26,0,,0
ZHO-01196,2022-02-06,Enterprise,50,6,24,6,17,201-500,Retail,India,40,0,,1
ZHO-01197,2024-08-30,Free,0,1,1,0,2,51-200,Education,India,9,1,4.0,0
ZHO-01198,2024-03-06,Standard,20,2,10,0,3,11-50,Consulting,Germany,15,1,8.0,0
ZHO-01199,2024-08-30,Enterprise,50,5,24,1,24,51-200,Manufacturing,India,9,1,1.0,0
ZHO-01200,2023-08-16,Professional,35,3,12,1,13,11-50,Finance,India,21,0,,0
ZHO-01201,2024-11-29,Free,0,1,4,0,2,1-10,Technology,United States,6,1,2.0,0
ZHO-01202,2022-08-12,Professional,35,4,6,2,14,11-50,Healthcare,India,34,1,2.0,0
ZHO-01203,2022-11-14,Standard,20,1,11,0,3,11-50,Retail,India,31,1,5.0,0
ZHO-01204,2022-12-15,Standard,20,1,5,0,2,1-10,Healthcare,United States,29,0,,0
ZHO-01205,2022-04-25,Enterprise,50,6,15,1,30,11-50,Education,United States,37,0,,1
ZHO-01206,2023-11-29,Enterprise,50,7,22,3,41,51-200,Technology,United States,18,0,,1
ZHO-01207,2024-11-29,Standard,20,1,9,0,4,1-10,Consulting,United Kingdom,6,1,1.0,0
ZHO-01208,2022-02-09,Zoho One,105,8,41,2,75,1-10,Consulting,United Kingdom,40,0,,0
ZHO-01209,2022-08-04,Standard,20,2,6,0,2,51-200,Retail,United States,34,0,,0
ZHO-01210,2022-12-02,Enterprise,50,6,18,3,23,11-50,Finance,United States,30,0,,1
ZHO-01211,2022-04-02,Professional,35,2,8,4,7,1-10,Finance,India,38,0,,0
ZHO-01212,2022-12-19,Enterprise,50,4,20,4,31,51-200,Technology,United States,29,0,,1
ZHO-01213,2023-07-25,Zoho One,105,19,59,0,38,51-200,Technology,United States,22,0,,0
ZHO-01214,2024-03-26,Free,0,1,3,0,2,11-50,Manufacturing,India,14,1,3.0,0
ZHO-01215,2024-02-20,Zoho One,105,17,55,3,69,11-50,Healthcare,India,15,0,,0
ZHO-01216,2022-12-29,Enterprise,50,6,34,6,10,1-10,Retail,India,29,0,,1
ZHO-01217,2023-07-11,Enterprise,50,5,17,4,33,51-200,Education,United States,23,0,,1
ZHO-01218,2022-12-22,Standard,20,2,8,0,3,11-50,Technology,United States,29,0,,0
ZHO-01219,2022-07-10,Enterprise,50,5,39,3,40,11-50,Retail,India,35,0,,1
ZHO-01220,2023-02-26,Enterprise,50,5,34,4,22,201-500,Manufacturing,Singapore,27,0,,1
ZHO-01221,2023-12-01,Standard,20,2,3,1,2,1-10,Real Estate,United States,18,0,,0
ZHO-01222,2022-01-07,Zoho One,105,17,48,1,8,1-10,Technology,Germany,41,0,,0
ZHO-01223,2022-05-13,Free,0,1,3,0,2,1-10,Consulting,United States,37,1,12.0,0
ZHO-01224,2023-07-11,Free,0,1,4,0,1,1-10,Technology,India,23,1,10.0,0
ZHO-01225,2024-04-05,Professional,35,3,11,0,8,51-200,Finance,Singapore,14,0,,0
ZHO-01226,2024-01-31,Professional,35,2,10,0,4,11-50,Consulting,Germany,16,1,8.0,0
ZHO-01227,2024-11-20,Professional,35,2,11,0,11,1-10,Consulting,United States,6,1,3.0,0
ZHO-01228,2023-06-19,Free,0,1,2,0,2,1-10,Real Estate,India,23,1,11.0,0
ZHO-01229,2023-03-02,Zoho One,105,13,52,1,94,1-10,Retail,India,27,0,,0
ZHO-01230,2023-11-03,Free,0,1,2,0,1,500+,Finance,Australia,19,1,4.0,0
ZHO-01231,2022-12-29,Free,0,1,2,0,2,51-200,Manufacturing,India,29,1,5.0,0
ZHO-01232,2022-03-23,Free,0,1,1,0,1,11-50,Finance,United States,38,1,5.0,0
ZHO-01233,2022-12-22,Professional,35,2,20,3,11,11-50,Real Estate,United States,29,0,,1
ZHO-01234,2023-08-12,Zoho One,105,11,58,2,56,11-50,Consulting,India,21,0,,0
ZHO-01235,2022-10-22,Professional,35,4,14,1,3,1-10,Manufacturing,United Kingdom,31,0,,0
ZHO-01236,2024-12-05,Enterprise,50,5,20,3,12,500+,Real Estate,United Kingdom,5,0,,1
ZHO-01237,2022-01-17,Free,0,1,4,0,1,51-200,Retail,United States,41,1,17.0,0
ZHO-01238,2022-12-26,Professional,35,4,24,1,8,11-50,Manufacturing,United States,29,0,,1
ZHO-01239,2024-05-15,Professional,35,3,17,4,10,11-50,Manufacturing,Canada,12,1,2.0,0
ZHO-01240,2023-12-01,Professional,35,2,11,1,9,11-50,Finance,United States,18,0,,0
ZHO-01241,2023-03-24,Free,0,1,1,0,1,1-10,Real Estate,United States,26,1,5.0,0
ZHO-01242,2024-05-05,Professional,35,4,9,2,5,1-10,Healthcare,United States,13,0,,0
ZHO-01243,2022-12-31,Professional,35,2,15,3,11,11-50,Real Estate,India,29,0,,1
ZHO-01244,2023-11-06,Enterprise,50,3,16,0,13,1-10,Education,Singapore,19,0,,1
ZHO-01245,2024-10-04,Professional,35,3,16,1,13,1-10,Education,United States,8,0,,1
ZHO-01246,2023-04-12,Free,0,1,2,0,2,11-50,Healthcare,India,26,1,6.0,0
ZHO-01247,2023-02-18,Professional,35,4,10,1,13,201-500,Consulting,United Kingdom,27,1,15.0,0
ZHO-01248,2023-08-09,Standard,20,1,4,2,1,201-500,Technology,United States,22,1,11.0,0
ZHO-01249,2024-09-20,Enterprise,50,4,34,2,22,1-10,Consulting,India,8,0,,1
ZHO-01250,2023-07-26,Professional,35,3,20,2,14,1-10,Finance,Germany,22,0,,1
ZHO-01251,2022-12-01,Standard,20,2,14,3,3,11-50,Education,India,30,1,12.0,0
ZHO-01252,2022-02-06,Zoho One,105,15,50,2,25,51-200,Retail,United States,40,0,,0
ZHO-01253,2024-09-15,Professional,35,4,13,2,10,500+,Manufacturing,United States,8,1,1.0,0
ZHO-01254,2022-10-05,Free,0,1,5,0,1,201-500,Manufacturing,India,32,1,8.0,0
ZHO-01255,2024-07-04,Professional,35,4,15,1,4,51-200,Technology,Canada,11,0,,1
ZHO-01256,2023-04-29,Standard,20,2,9,3,1,1-10,Consulting,United Kingdom,25,0,,0
ZHO-01257,2024-01-01,Enterprise,50,5,22,4,16,1-10,Education,Australia,17,1,9.0,0
ZHO-01258,2022-07-11,Enterprise,50,6,1,4,22,1-10,Real Estate,United States,35,0,,1
ZHO-01259,2024-11-06,Zoho One,105,14,64,3,85,11-50,Finance,UAE,6,0,,0
ZHO-01260,2023-06-08,Professional,35,2,17,2,13,1-10,Education,India,24,0,,1
ZHO-01261,2024-07-06,Professional,35,3,17,0,7,51-200,Finance,United States,11,1,1.0,0
ZHO-01262,2023-02-05,Enterprise,50,5,22,1,19,51-200,Technology,UAE,28,0,,1
ZHO-01263,2024-06-04,Free,0,1,3,0,2,1-10,Real Estate,India,12,0,,0
ZHO-01264,2023-12-06,Professional,35,3,12,0,8,201-500,Real Estate,India,18,0,,0
ZHO-01265,2022-01-22,Professional,35,3,18,3,5,11-50,Real Estate,Singapore,40,1,15.0,0
ZHO-01266,2023-04-19,Free,0,1,1,0,1,201-500,Manufacturing,Singapore,25,1,1.0,0
ZHO-01267,2022-07-29,Standard,20,2,9,0,3,201-500,Healthcare,Australia,34,0,,0
ZHO-01268,2022-11-02,Enterprise,50,5,26,3,21,1-10,Manufacturing,United States,31,0,,1
ZHO-01269,2023-12-05,Enterprise,50,5,20,1,48,11-50,Finance,United States,18,0,,1
ZHO-01270,2023-11-18,Free,0,1,3,0,2,1-10,Finance,India,18,1,7.0,0
ZHO-01271,2022-10-12,Free,0,1,2,0,2,51-200,Consulting,United States,32,1,16.0,0
ZHO-01272,2023-12-17,Standard,20,1,5,3,4,11-50,Technology,United States,17,1,9.0,0
ZHO-01273,2024-02-02,Enterprise,50,3,23,2,27,201-500,Technology,India,16,0,,1
ZHO-01274,2024-08-05,Free,0,1,4,0,1,1-10,Retail,United States,10,1,4.0,0
ZHO-01275,2023-01-16,Enterprise,50,3,6,2,12,51-200,Manufacturing,United States,28,0,,0
ZHO-01276,2023-04-05,Free,0,1,4,1,1,500+,Manufacturing,United Kingdom,26,1,8.0,0
ZHO-01277,2024-10-27,Professional,35,3,12,1,13,51-200,Technology,United States,7,0,,0
ZHO-01278,2022-01-29,Standard,20,2,8,1,2,1-10,Education,Canada,40,1,23.0,0
ZHO-01279,2024-06-25,Enterprise,50,6,12,3,10,11-50,Finance,United States,11,0,,1
ZHO-01280,2024-11-22,Standard,20,1,5,0,2,1-10,Real Estate,United States,6,1,2.0,0
ZHO-01281,2024-05-28,Professional,35,4,21,2,10,1-10,Healthcare,United States,12,0,,1
ZHO-01282,2022-03-20,Standard,20,1,8,2,1,11-50,Technology,India,38,0,,0
ZHO-01283,2024-08-04,Enterprise,50,3,18,1,44,1-10,Real Estate,United States,10,0,,1
ZHO-01284,2023-04-04,Enterprise,50,4,21,6,44,51-200,Finance,United Kingdom,26,0,,1
ZHO-01285,2023-07-24,Free,0,1,4,1,2,11-50,Healthcare,United States,22,1,13.0,0
ZHO-01286,2024-01-08,Enterprise,50,4,25,3,44,51-200,Retail,Germany,17,0,,1
ZHO-01287,2023-05-31,Professional,35,3,15,1,9,1-10,Consulting,United States,24,0,,0
ZHO-01288,2023-02-01,Free,0,1,4,0,2,1-10,Education,India,28,1,5.0,0
ZHO-01289,2022-02-08,Standard,20,2,12,0,3,1-10,Retail,United States,40,1,15.0,0
ZHO-01290,2024-06-05,Standard,20,1,9,3,4,1-10,Technology,Australia,12,1,4.0,0
ZHO-01291,2024-03-07,Enterprise,50,7,23,4,27,11-50,Education,United States,15,0,,1
ZHO-01292,2022-06-06,Enterprise,50,3,26,5,41,11-50,Retail,Germany,36,0,,1
ZHO-01293,2024-06-02,Free,0,1,3,1,1,500+,Finance,United Kingdom,12,1,4.0,0
ZHO-01294,2024-08-31,Professional,35,2,20,0,8,11-50,Technology,India,9,1,2.0,0
ZHO-01295,2024-11-11,Enterprise,50,3,28,3,43,1-10,Manufacturing,India,6,0,,1
ZHO-01296,2024-04-28,Zoho One,105,12,26,6,35,1-10,Retail,United States,13,0,,0
ZHO-01297,2024-01-18,Professional,35,3,9,1,3,201-500,Education,India,16,0,,0
ZHO-01298,2024-09-15,Zoho One,105,12,31,4,8,51-200,Education,United States,8,0,,0
ZHO-01299,2022-01-21,Professional,35,2,20,2,14,51-200,Consulting,Australia,40,0,,1
ZHO-01300,2022-10-30,Standard,20,2,3,1,4,1-10,Manufacturing,United States,31,1,4.0,0
ZHO-01301,2024-05-18,Enterprise,50,5,25,5,29,1-10,Real Estate,United States,12,0,,1
ZHO-01302,2022-03-25,Professional,35,4,18,3,3,1-10,Healthcare,United States,38,0,,1
ZHO-01303,2023-07-24,Professional,35,4,22,1,5,201-500,Education,India,22,1,1.0,0
ZHO-01304,2024-07-22,Professional,35,2,16,3,9,1-10,Education,United Kingdom,10,0,,0
ZHO-01305,2024-10-05,Enterprise,50,5,11,4,13,11-50,Consulting,United Kingdom,7,0,,1
ZHO-01306,2024-03-03,Enterprise,50,4,14,1,27,11-50,Real Estate,United States,15,0,,1
ZHO-01307,2024-03-02,Standard,20,2,5,1,4,11-50,Technology,India,15,0,,0
ZHO-01308,2023-05-07,Standard,20,2,7,1,3,1-10,Education,Australia,25,0,,0
ZHO-01309,2022-07-27,Professional,35,3,14,5,3,11-50,Healthcare,United States,34,1,19.0,0
ZHO-01310,2024-12-19,Professional,35,4,9,0,11,1-10,Education,India,5,1,1.0,0
ZHO-01311,2023-03-06,Standard,20,2,13,0,1,500+,Healthcare,Germany,27,1,2.0,0
ZHO-01312,2024-09-11,Enterprise,50,3,10,5,27,1-10,Real Estate,Australia,8,0,,0
ZHO-01313,2023-06-04,Professional,35,4,23,0,6,1-10,Finance,United States,24,0,,1
ZHO-01314,2023-08-14,Standard,20,2,12,0,3,11-50,Healthcare,United States,21,0,,0
ZHO-01315,2024-11-16,Free,0,1,4,0,1,51-200,Technology,UAE,6,1,1.0,0
ZHO-01316,2022-07-18,Standard,20,1,6,1,2,1-10,Retail,Australia,34,1,11.0,0
ZHO-01317,2023-01-22,Zoho One,105,13,46,4,95,11-50,Manufacturing,United States,28,0,,0
ZHO-01318,2022-12-15,Standard,20,1,4,0,4,1-10,Retail,United Kingdom,29,1,6.0,0
ZHO-01319,2024-08-17,Standard,20,2,11,0,3,1-10,Finance,India,9,0,,0
ZHO-01320,2023-11-24,Professional,35,2,14,3,11,11-50,Technology,India,18,0,,0
ZHO-01321,2023-01-13,Standard,20,2,7,0,4,1-10,Finance,India,29,1,10.0,0
ZHO-01322,2024-06-17,Free,0,1,2,0,2,51-200,Finance,India,11,1,3.0,0
ZHO-01323,2024-07-04,Standard,20,2,1,2,3,51-200,Consulting,United Kingdom,11,0,,0
ZHO-01324,2023-06-11,Professional,35,4,10,3,9,201-500,Education,India,24,0,,0
ZHO-01325,2024-01-04,Professional,35,4,22,2,8,1-10,Education,Australia,17,0,,1
ZHO-01326,2022-07-25,Standard,20,2,7,0,1,11-50,Technology,United States,34,1,16.0,0
ZHO-01327,2023-03-31,Standard,20,2,8,1,3,201-500,Retail,United States,26,0,,0
ZHO-01328,2023-06-05,Zoho One,105,16,52,4,99,51-200,Healthcare,India,24,0,,0
ZHO-01329,2024-10-13,Standard,20,1,14,1,2,1-10,Education,United States,7,1,3.0,0
ZHO-01330,2024-08-13,Standard,20,1,12,0,3,11-50,Technology,India,9,1,2.0,0
ZHO-01331,2023-12-27,Standard,20,1,5,0,1,201-500,Consulting,United States,17,1,2.0,0
ZHO-01332,2024-10-10,Professional,35,4,5,3,11,11-50,Technology,United Kingdom,7,0,,1
ZHO-01333,2023-05-16,Enterprise,50,7,42,3,37,51-200,Real Estate,United States,24,0,,1
ZHO-01334,2022-04-27,Standard,20,1,15,0,4,11-50,Retail,United Kingdom,37,1,10.0,0
ZHO-01335,2023-01-21,Enterprise,50,5,24,5,26,1-10,Technology,United Kingdom,28,0,,1
ZHO-01336,2023-08-07,Free,0,1,1,0,2,1-10,Manufacturing,Canada,22,1,1.0,0
ZHO-01337,2023-01-30,Standard,20,1,11,1,4,1-10,Technology,India,28,1,8.0,0
ZHO-01338,2024-12-23,Enterprise,50,3,20,1,46,1-10,Retail,Singapore,5,0,,0
ZHO-01339,2023-12-22,Standard,20,1,8,0,1,201-500,Education,United States,17,1,10.0,0
ZHO-01340,2022-03-13,Professional,35,3,20,0,14,51-200,Consulting,United Kingdom,39,0,,1
ZHO-01341,2022-10-01,Standard,20,2,10,1,1,51-200,Retail,United Kingdom,32,0,,0
ZHO-01342,2022-12-04,Enterprise,50,4,12,1,26,11-50,Consulting,United States,30,0,,1
ZHO-01343,2023-08-30,Free,0,1,3,1,1,11-50,Finance,Singapore,21,1,7.0,0
ZHO-01344,2022-06-15,Enterprise,50,6,28,8,43,1-10,Education,India,36,1,1.0,0
ZHO-01345,2022-01-11,Standard,20,2,10,3,1,201-500,Consulting,United States,41,1,6.0,0
ZHO-01346,2023-12-30,Enterprise,50,7,25,3,32,11-50,Finance,India,17,0,,1
ZHO-01347,2024-03-11,Standard,20,2,11,1,2,11-50,Technology,India,14,0,,0
ZHO-01348,2022-04-12,Enterprise,50,4,19,2,36,500+,Finance,United Kingdom,38,0,,1
ZHO-01349,2024-02-18,Standard,20,2,9,0,3,11-50,Retail,India,15,1,7.0,0
ZHO-01350,2022-08-02,Zoho One,105,10,1,1,13,201-500,Retail,Germany,34,0,,0
ZHO-01351,2023-02-05,Free,0,1,2,0,2,201-500,Real Estate,United States,28,1,15.0,0
ZHO-01352,2023-08-11,Standard,20,2,11,2,3,1-10,Healthcare,United States,22,1,2.0,0
ZHO-01353,2024-06-07,Professional,35,2,12,0,5,1-10,Real Estate,India,11,0,,0
ZHO-01354,2024-12-05,Free,0,1,2,1,1,500+,Real Estate,India,5,1,1.0,0
ZHO-01355,2023-08-15,Standard,20,2,5,0,1,11-50,Consulting,UAE,21,0,,0
ZHO-01356,2022-04-02,Zoho One,105,12,55,4,72,1-10,Manufacturing,United Kingdom,38,0,,0
ZHO-01357,2023-11-04,Zoho One,105,10,47,4,81,11-50,Real Estate,India,19,0,,0
ZHO-01358,2023-12-15,Standard,20,2,11,1,2,11-50,Consulting,India,17,1,5.0,0
ZHO-01359,2024-07-24,Zoho One,105,18,19,3,16,51-200,Technology,India,10,0,,0
ZHO-01360,2022-08-30,Professional,35,4,15,2,11,201-500,Retail,India,33,0,,1
ZHO-01361,2022-01-02,Standard,20,2,8,1,3,201-500,Education,Australia,41,0,,0
ZHO-01362,2022-08-13,Enterprise,50,4,19,1,30,201-500,Real Estate,United Kingdom,34,0,,1
ZHO-01363,2024-03-11,Professional,35,2,11,1,3,1-10,Real Estate,United States,14,0,,0
ZHO-01364,2023-08-12,Zoho One,105,13,36,2,9,51-200,Real Estate,Germany,21,0,,0
ZHO-01365,2022-04-26,Standard,20,2,11,2,1,1-10,Retail,India,37,0,,0
ZHO-01366,2024-07-06,Professional,35,4,5,0,11,1-10,Education,United States,11,1,3.0,0
ZHO-01367,2022-07-13,Free,0,1,5,1,2,51-200,Technology,United Kingdom,35,1,15.0,0
ZHO-01368,2024-05-20,Free,0,1,4,1,1,11-50,Manufacturing,India,12,1,5.0,0
ZHO-01369,2022-03-31,Free,0,1,3,0,1,201-500,Healthcare,United States,38,1,21.0,0
ZHO-01370,2022-05-02,Zoho One,105,18,56,4,35,1-10,Healthcare,United States,37,0,,0
ZHO-01371,2022-05-23,Enterprise,50,3,9,3,43,51-200,Finance,United States,36,0,,0
ZHO-01372,2024-09-20,Enterprise,50,6,17,1,23,1-10,Retail,United States,8,0,,1
ZHO-01373,2022-04-16,Professional,35,4,15,1,13,1-10,Technology,United States,38,0,,1
ZHO-01374,2024-06-05,Standard,20,2,13,0,3,11-50,Finance,United States,12,0,,0
ZHO-01375,2023-03-04,Standard,20,1,8,0,4,11-50,Technology,India,27,0,,0
ZHO-01376,2022-11-13,Standard,20,1,9,1,3,11-50,Technology,India,31,1,9.0,0
ZHO-01377,2023-09-27,Standard,20,1,6,0,2,201-500,Finance,United States,20,1,1.0,0
ZHO-01378,2022-01-09,Enterprise,50,6,26,0,47,51-200,Technology,India,41,0,,1
ZHO-01379,2024-02-13,Professional,35,2,24,0,7,1-10,Consulting,Germany,15,0,,0
ZHO-01380,2022-08-11,Free,0,1,4,1,1,1-10,Finance,Canada,34,1,6.0,0
ZHO-01381,2023-07-07,Free,0,1,3,0,1,11-50,Consulting,India,23,1,1.0,0
ZHO-01382,2023-12-17,Free,0,1,4,0,1,11-50,Real Estate,Canada,17,1,1.0,0
ZHO-01383,2022-04-21,Standard,20,2,10,0,2,11-50,Real Estate,United States,37,0,,0
ZHO-01384,2022-09-08,Zoho One,105,12,48,3,75,1-10,Manufacturing,India,33,0,,0
ZHO-01385,2023-01-18,Professional,35,2,21,0,4,51-200,Retail,United States,28,0,,0
ZHO-01386,2022-01-07,Enterprise,50,7,32,3,41,1-10,Finance,United Kingdom,41,0,,1
ZHO-01387,2023-04-04,Professional,35,4,15,3,11,11-50,Retail,India,26,0,,1
ZHO-01388,2022-07-27,Standard,20,2,11,1,2,11-50,Real Estate,India,34,1,3.0,0
ZHO-01389,2024-06-18,Free,0,1,3,0,1,1-10,Healthcare,India,11,1,4.0,0
ZHO-01390,2022-01-22,Enterprise,50,3,14,4,29,51-200,Finance,India,40,0,,0
ZHO-01391,2023-02-14,Enterprise,50,4,19,1,38,11-50,Real Estate,India,27,0,,1
ZHO-01392,2024-06-13,Standard,20,1,8,0,2,11-50,Consulting,United States,11,0,,0
ZHO-01393,2023-05-30,Professional,35,4,6,0,13,11-50,Manufacturing,India,24,0,,1
ZHO-01394,2024-03-19,Professional,35,2,19,1,12,201-500,Healthcare,India,14,0,,1
ZHO-01395,2024-05-23,Professional,35,2,1,4,8,51-200,Consulting,India,12,0,,0
ZHO-01396,2022-01-14,Zoho One,105,14,80,5,5,11-50,Finance,Canada,41,0,,0
ZHO-01397,2024-08-28,Professional,35,2,23,3,7,1-10,Technology,United States,9,0,,0
ZHO-01398,2024-09-04,Professional,35,2,13,1,8,1-10,Consulting,United States,9,0,,0
ZHO-01399,2024-10-10,Free,0,1,3,0,1,1-10,Consulting,United States,7,1,2.0,0
ZHO-01400,2024-11-01,Free,0,1,3,0,2,500+,Healthcare,Australia,7,1,3.0,0
